Driver,Position,Lap Time,Lap #,LapTime in Seconds,Season
max_verstappen,1,01:19:00,1,79.66,2022
max_verstappen,1,01:16:00,2,76.249,2022
max_verstappen,1,01:16:00,3,76.523,2022
max_verstappen,1,01:16:00,4,76.656,2022
max_verstappen,1,01:16:00,5,76.449,2022
max_verstappen,1,01:16:00,6,76.35,2022
max_verstappen,1,01:16:00,7,76.253,2022
max_verstappen,1,01:16:00,8,76.486,2022
max_verstappen,1,01:16:00,9,76.51,2022
max_verstappen,1,01:16:00,10,76.636,2022
max_verstappen,1,01:16:00,11,76.67099999999999,2022
max_verstappen,1,01:16:00,12,76.69800000000001,2022
max_verstappen,1,01:16:00,13,76.521,2022
max_verstappen,1,01:16:00,14,76.461,2022
max_verstappen,1,01:16:00,15,76.519,2022
max_verstappen,1,01:16:00,16,76.537,2022
max_verstappen,1,01:16:00,17,76.492,2022
max_verstappen,1,01:19:00,18,79.428,2022
max_verstappen,3,01:34:00,19,94.74,2022
max_verstappen,3,01:15:00,20,75.904,2022
max_verstappen,3,01:16:00,21,76.259,2022
max_verstappen,3,01:15:00,22,75.996,2022
max_verstappen,3,01:16:00,23,76.164,2022
max_verstappen,3,01:16:00,24,76.224,2022
max_verstappen,3,01:16:00,25,76.102,2022
max_verstappen,3,01:16:00,26,76.083,2022
max_verstappen,3,01:15:00,27,75.725,2022
max_verstappen,2,01:16:00,28,76.051,2022
max_verstappen,1,01:16:00,29,76.127,2022
max_verstappen,1,01:16:00,30,76.35900000000001,2022
max_verstappen,1,01:16:00,31,76.553,2022
max_verstappen,1,01:16:00,32,76.327,2022
max_verstappen,1,01:16:00,33,76.269,2022
max_verstappen,1,01:16:00,34,76.279,2022
max_verstappen,1,01:16:00,35,76.334,2022
max_verstappen,1,01:16:00,36,76.096,2022
max_verstappen,1,01:16:00,37,76.102,2022
max_verstappen,1,01:16:00,38,76.119,2022
max_verstappen,1,01:16:00,39,76.035,2022
max_verstappen,1,01:15:00,40,75.84,2022
max_verstappen,1,01:16:00,41,76.09700000000001,2022
max_verstappen,1,01:15:00,42,75.94,2022
max_verstappen,1,01:16:00,43,76.578,2022
max_verstappen,1,01:15:00,44,75.656,2022
max_verstappen,1,01:17:00,45,77.22200000000001,2022
max_verstappen,1,01:15:00,46,75.599,2022
max_verstappen,1,01:15:00,47,75.756,2022
max_verstappen,1,01:39:00,48,99.284,2022
max_verstappen,1,01:23:00,50,83.226,2022
max_verstappen,1,01:14:00,51,74.45400000000001,2022
max_verstappen,1,01:14:00,53,74.649,2022
max_verstappen,1,01:14:00,54,74.445,2022
max_verstappen,1,01:14:00,55,74.53999999999999,2022
max_verstappen,1,01:14:00,56,74.843,2022
max_verstappen,1,01:26:00,57,86.101,2022
max_verstappen,1,01:13:00,62,73.682,2022
max_verstappen,1,01:13:00,63,73.652,2022
max_verstappen,1,01:13:00,64,73.78,2022
max_verstappen,1,01:13:00,65,73.891,2022
max_verstappen,1,01:13:00,66,73.929,2022
max_verstappen,1,01:13:00,67,73.96000000000001,2022
max_verstappen,1,01:13:00,68,73.968,2022
max_verstappen,1,01:13:00,69,73.94800000000001,2022
max_verstappen,1,01:14:00,70,74.027,2022
max_verstappen,1,01:14:00,71,74.23,2022
max_verstappen,1,01:14:00,72,74.352,2022
max_verstappen,1,01:15:00,73,75.061,2022
